"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2645.02100607316,143824.785709059,146469.806715132,0
2,3228.28344781402,80272.7294138241,83501.0128616381,0
3,3661.40193174695,75834.0055792346,79495.4075109816,0
4,3953.70556609745,70271.6570606721,74225.3626267695,0
5,4119.17171098405,64039.4634652985,68158.6351762826,0
6,4174.31527225971,57500.1607437539,61674.4760160136,0
7,3587.82800021126,51012.4439405858,54600.2719407971,0
8,3033.63600151538,44813.5266785371,47847.1626800525,0
9,2525.55644941453,39137.1343275883,41662.6907770029,0
10,2072.32718262583,34069.2472918004,36141.5744744262,0
11,1678.68201787467,29661.7382470565,31340.4202649312,0
12,1344.30554233428,25814.0938854013,27158.3994277356,0
13,1066.46047392706,22514.7838087612,23581.2442826882,0
14,840.119663437167,19690.0172848845,20530.1369483217,0
15,658.721030637519,17286.4807820875,17945.2018127251,0
16,515.113542730102,15226.7430253624,15741.8565680925,0
17,402.265101569094,13455.3013005275,13857.5664020966,0
18,314.514846927578,11930.2117116403,12244.7265585679,0
19,246.582359507787,10608.6577732188,10855.2401327266,0
20,194.171985195946,9457.43955101274,9651.61153620868,0
21,153.665137811508,8447.33074492815,8600.99588273966,0
22,122.295318910067,7555.66765452216,7677.96297343223,0
23,97.8994505582671,6764.82541978564,6862.7248703439,0
24,78.7975517766964,6062.24698146957,6141.04453324627,0
25,63.7354027832773,5436.77525059316,5500.51065337644,0
26,51.7723339793892,4879.25177538044,4931.02410935983,0
27,42.206175125053,4380.91516349561,4423.12133862066,0
28,34.5266877214513,3935.51461859263,3970.04130631408,0
