"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,14715225.2391486,16591855.9213188,31307081.1604674,138915.00170328
2,13168722.9672916,1397793.90659714,14566516.8738888,124023.313520688
3,11804472.1155747,1849788.06307723,13654260.1786519,110728.014311271
4,10595295.5653381,2194256.44353307,12789552.0088712,98857.9711771024
5,9519505.95944522,2447891.24091687,11967397.2003621,88260.396666917
6,846375.753844151,2625612.00177614,3471987.75562029,78798.8821442235
7,800120.647965703,2739909.56001273,3540030.20797844,70351.6419783628
8,745098.502616662,2801671.87168614,3546770.3743028,62809.9459582823
9,686421.60697998,2820866.97930365,3507288.58628363,56076.7197515544
10,627418.40068252,2806027.37373208,3433445.7744146,50065.2953941878
11,570173.160211192,2763891.48050448,3334064.64071567,44698.2957279309
12,515908.526995378,2700303.25169082,3216211.7786862,39906.6384258967
13,465296.022855192,2620112.2955549,3085408.31841009,35628.6467866406
14,418630.503104192,2527429.35485796,2946059.85796215,31809.2558511127
15,375949.337895601,2425656.67519365,2801606.01308926,28399.3036238734
16,337135.670644521,2317829.6735052,2654965.34414973,25354.8982753942
17,302000.738018835,2206295.59562056,2508296.3336394,22636.8531802719
18,270300.528242303,2092926.16678776,2363226.69503006,20210.1825193468
19,241771.917286102,1979333.08038242,2221104.99766852,18043.6509532728
20,216148.713689,1866795.24967681,2082943.96336581,16109.371571082
21,193171.207498161,1756285.90254258,1949457.11004074,14382.446938662
22,172585.369102562,1648617.29377597,1821202.66287854,12840.6486268374
23,154157.736768556,1544373.4697255,1698531.20649406,11464.1310940404
24,137673.855455509,1444041.88046603,1581715.73592154,10235.1762407593
25,122936.917071712,1347923.78077207,1470860.69784379,9137.96534774991
26,109766.643664518,1256218.26114645,1365984.90481097,8158.37546247112
27,98000.7651265953,1169043.89780702,1267044.66293361,7283.79761289422
28,87491.7791262234,1086461.02938467,1173952.80851089,6502.97450879196
