"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1797506.21653609,2711792.44770185,4509298.66423795,16906.0000725
2,1628696.20040962,665277.149955341,2293973.35036496,15093.676864728
3,1473927.21894669,670561.662793682,2144488.88174037,13475.6347048292
4,1332570.68553158,666623.680515922,1999194.3660475,12031.0466644715
5,1203840.69894364,655502.411970227,1859343.11091386,10741.3184620401
6,148180.122587936,638839.660696405,787019.783284341,9589.84912290943
7,128286.342300898,618024.83988646,746311.182187358,8561.81729693354
8,111632.086080979,594177.78987569,705809.875956669,7643.99048270227
9,97550.2894328396,568273.946646592,665824.236079432,6824.55470295659
10,85541.418389274,541078.335130728,626619.753520002,6092.96243879964
11,75226.0761094806,513233.200044019,588459.276153499,5439.79686536032
12,66312.6607729123,485146.508614686,551459.169387598,4856.65064139369
13,58569.5363421167,457220.915772152,515790.452114269,4335.9923822606
14,51815.6570313162,429751.801992328,481567.459023644,3871.15140191075
15,45902.8730090647,402986.95446182,448889.827470884,3456.14379716751
16,40711.0758730962,377080.138226957,417791.214100053,3085.62717045983
17,36139.1286772561,352149.706542306,388288.835219562,2754.8318570781
18,32105.8528255094,328298.662006469,360404.514831979,2459.49952522665
19,28541.8024445159,305583.287868685,334125.0903132,2195.82835847052
20,25388.4367440841,284035.623526064,309424.060270148,1960.42411490972
21,22594.8366713299,263659.027554311,286253.86422564,1750.25643306499
22,20117.6092759071,244439.806992904,264557.416268811,1562.61982200033
23,17918.8848894917,226353.933086893,244272.817976385,1395.09883350771
24,15965.2273012585,209378.142614407,225343.369915666,1245.5369680151
25,14227.9527590258,193481.039846116,207708.992605141,1112.00891394314
26,12682.0371414616,178626.944041392,191308.981182854,992.795763147515
27,11305.8557804647,164769.457632306,176075.31341277,886.362883395068
28,10080.4781145301,151867.298762826,161947.776877356,791.34016302574
