"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,274855.965001353,1189414.1899277,1464270.15492905,2513.99997873
2,271758.387194367,659984.685247459,931743.072441825,2244.49918101014
3,261463.332243071,603198.733877192,864662.066120263,2003.88886880586
4,246949.079523076,550056.239248617,797005.318771693,1789.07198206987
5,230237.098828077,500924.510177592,731161.609005669,1597.28346559198
6,73079.12146249,455786.128392366,528865.249854856,1426.05467808052
7,53958.9692087601,414556.636542976,468515.605751736,1273.18161659029
8,40291.5674424049,377021.079873917,417312.647316322,1136.69654729181
9,30493.192604438,342911.81952934,373405.012133777,1014.84267742213
10,23430.6872662405,311878.560474138,335309.247740378,906.051542402475
11,18302.2747774122,283673.499028667,301975.773806079,808.92281705693
12,14544.3783679505,258020.95271358,272565.331081531,722.206291068427
13,11756.9490600477,234680.870333886,246437.819393933,644.785776665891
14,9659.10076048058,213446.957981114,223106.058741594,575.664741407308
15,8053.59472847372,194120.640103843,202174.234832317,513.953481128445
16,6803.74189800172,176517.161645267,183320.903543269,458.857667951475
17,5811.93572381489,160485.548865377,166297.484589192,409.66311897201
18,5010.98351323046,145888.887467452,150899.870980682,365.742762445506
19,4353.22708282116,132601.483322046,136954.710404868,326.531147389935
20,3804.63617669703,120504.619567646,124309.255744343,291.523445338645
21,3340.93628733921,109493.538892902,112834.475180241,260.26895094521
22,2944.81686997007,99471.1875473788,102416.004417349,232.365279394357
23,2603.18513673988,90350.8369492696,92954.0220860095,207.453185913767
24,2306.30737625662,82053.0746472104,84359.382023467,185.211940690727
25,2046.69089532851,74505.0371150219,76551.7280103504,165.355199648197
26,1818.60813301917,67639.7075462619,69458.3156792811,147.627317918731
27,1617.46272222059,61397.3851856208,63014.8479078414,131.800058554226
28,1439.63082174417,55722.8601986957,57162.4910204399,117.669654097897
