"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,14608232.9863517,16415051.3333911,31023284.3197428,0
2,10092327.6927925,1096697.46566023,11189025.1584527,0
3,6958000.06670644,988409.164259788,7946409.23096623,0
4,4760450.31124591,796306.922365389,5556757.2336113,0
5,3252118.85104469,619567.229679826,3871686.08072452,0
6,217217.69039387,472926.057680458,690143.748074328,0
7,148516.097267233,356079.083990361,504595.181257594,0
8,101529.119294597,265227.810670018,366756.929964615,0
9,69404.2317386011,195826.574211518,265230.805950119,0
10,47442.4887456871,143529.054425628,190971.543171315,0
11,32429.2532093169,104547.086007172,136976.339216489,0
12,22166.3912514743,75748.1814761991,97914.5727276734,0
13,15151.0228395886,54629.6845586596,69780.7073982482,0
14,10355.6679977101,39240.2837967901,49595.9517945002,0
15,7077.88937787556,28085.9695303572,35163.8589082327,0
16,4837.47996250541,20038.8683832085,24876.3483457139,0
17,3306.16562466718,14257.0296918089,17563.1953164761,0
18,2259.54141760224,10117.6794235992,12377.2208412015,0
19,1544.21059580878,7163.6622549548,8707.87285076358,0
20,1055.31840502457,5061.55004884372,6116.86845386828,0
21,721.192985580061,3569.4903961854,4290.68338176546,0
22,492.845393247235,2512.88843758775,3005.73383083498,0
23,336.791681966502,1766.22571612591,2103.01739809242,0
24,230.146130007214,1239.5950118577,1469.74114186491,0
25,157.267097259405,868.805641796499,1026.0727390559,0
26,107.464282909945,608.160257280897,715.624540190841,0
27,73.431550495434,425.211454451135,498.643004946569,0
28,50.1757329202966,296.974005896336,347.149738816633,246.975124910496
