"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1901143.22021979,2381342.95042438,4282486.17064417,0
2,1350629.49813224,232096.886913025,1582726.38504526,0
3,908675.895224956,164193.02060545,1072868.91583041,0
4,618976.430365973,123960.330851698,742936.761217671,0
5,422522.384980787,93457.704864904,515980.089845691,0
6,28064.9271575928,69795.9610523092,97860.888209902,0
7,19182.0980080139,51657.1700480573,70839.2680560712,0
8,13111.7461325669,37939.7495425185,51051.4956750854,0
9,8962.32828567527,27684.1568481879,36646.4851338632,0
10,6125.91860160434,20088.6367893082,26214.5553909126,0
11,4187.07670540158,14507.0846410995,18694.1613465011,0
12,2861.80502567358,10432.4573484736,13294.2623741472,0
13,1955.9549150464,7474.61398151672,9430.56889656312,0
14,1336.80349035071,5337.87845926465,6674.68194961536,0
15,913.621877971758,3800.83874644318,4714.46062441493,0
16,624.389872393864,2699.29906050249,3323.68893289636,0
17,426.713018004966,1912.46984186412,2339.18285986909,0
18,291.612982167379,1352.09179852585,1643.70478069323,0
19,199.282409801714,954.045542005342,1153.32795180706,0
20,136.182860643085,671.979838922745,808.16269956583,0
21,93.0609607579035,472.53246442777,565.593425185673,0
22,63.5922829253771,331.78133729247,395.373620217847,0
23,43.4543554392949,232.630921775024,276.085277214319,0
24,29.693023483842,162.900713362182,192.593736846024,0
25,20.289340946843,113.935427759901,134.224768706744,0
26,13.8635374014843,79.5996210741478,93.4631584756321,0
27,9.4726820852535,55.5536068589728,65.0262889442263,0
28,6.47239229260538,38.7339802547823,45.2063725473877,66.7858766225384
