"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,2651.16557908304,72374.6838080601,75025.8493871432,0
2,7939.17405132728,35017.5496434263,42956.7236947536,0
3,5453.71704500803,22138.4034796076,27592.1205246157,0
4,3217.24169698541,12931.3813291178,16148.6230261032,0
5,1863.41536150217,7594.16453889151,9457.57990039369,0
6,1107.68821805174,4529.06826899305,5636.75648704479,0
7,662.722814665882,2736.87290735157,3399.59572201746,0
8,404.049356224328,1679.86953014969,2083.91888637402,0
9,249.373442870064,1035.41661570763,1284.79005857769,0
10,153.445133106187,633.254565499893,786.699698606081,0
11,93.3744630870635,387.554530988824,480.928994075887,0
12,57.4220740861809,238.706425885419,296.1284999716,0
13,35.4051406484555,146.881575267287,182.286715915742,0
14,21.7526455444802,90.7387968438535,112.491442388334,0
15,13.4979524376224,56.2150988212859,69.7130512589083,0
16,8.3472991478247,34.5970333606077,42.9443325084324,0
17,5.11620234504606,21.2590971940894,26.3752995391355,0
18,3.15125912904508,13.1630552465435,16.3143143755886,0
19,1.96008842977383,8.21021753646105,10.1703059662349,0
20,1.22504266881124,5.10981505214762,6.33485772095886,0
21,0.759676895331059,3.16828456850069,3.92796146383175,0
22,0.470733550263008,1.95162289672522,2.42235644698823,0
23,0.288583669035957,1.20416592880685,1.4927495978428,0
24,0.179068243171967,0.750366201052447,0.929434444224414,0
25,0.111966892148522,0.468333142388225,0.580300034536747,0
26,0.0697646574158024,0.291260177145902,0.361024834561704,0
27,0.0433212220903367,0.181219999480819,0.224541221571155,0
28,0.026997998296444,0.11294495070207,0.139942948998514,40.023618663253
