"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,14703004.5984006,16558531.5398014,31261536.138202,0
2,10163416.4904453,1117331.26441505,11280747.7548604,0
3,7003616.78005879,999787.410591705,8003404.1906505,0
4,4791136.05511788,803944.220706469,5595080.27582435,0
5,3273001.54483485,624960.739602377,3897962.28443722,0
6,218516.369848345,476769.152005919,695285.521854264,0
7,149401.856746112,358816.327956019,508218.184702131,0
8,102134.102949511,267173.181996096,369307.284945608,0
9,69817.5634385849,197205.929780317,267023.493218902,0
10,47724.8958563522,144504.934566116,192229.830422468,0
11,32622.2063893538,105236.123212799,137858.329602153,0
12,22298.2239135073,76233.7935179737,98532.017431481,0
13,15241.0944697151,54971.3518460296,70212.4463157447,0
14,10417.2064954698,39480.3016312785,49897.5081267484,0
15,7119.93296226891,28254.3385319713,35374.2714942402,0
16,4866.2040800843,20156.8205475802,25023.0246276645,0
17,3325.78964199988,14339.5605914273,17665.3502334272,0
18,2272.94816865993,10175.3602689156,12448.3084375756,0
19,1553.36971506716,7203.93255090068,8757.30226596784,0
20,1061.57558374456,5089.6371401838,6151.21272392836,0
21,725.467612477689,3589.06194518765,4314.52955766534,0
22,495.765594653302,2526.51434327252,3022.27993792582,0
23,338.786588070913,1775.70445069482,2114.49103876574,0
24,231.508914856128,1246.18373495257,1477.69264980869,0
25,158.1980495744,873.382183532304,1031.5802331067,0
26,108.100232942578,611.336960846555,719.437193789133,0
27,73.8659747678175,427.415068170158,501.281042937976,0
28,50.4724898105413,298.501673711869,348.97416352241,256.602824316684
