"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,853500.96199885,1402021.5381689,2255522.50016775,0
2,656998.439607527,232645.887176155,889644.326783682,0
3,414095.320182079,129305.639662423,543400.959844502,0
4,278155.782376474,88690.4792209874,366846.261597462,0
5,189330.109344255,63497.1270933027,252827.236437558,0
6,12718.5091158577,45658.2670219588,58376.7761378165,0
7,8676.03650143799,32748.9993981617,41425.0358995997,0
8,5923.95147930756,23410.6351689227,29334.5866482303,0
9,4045.39364936374,16682.5882808568,20727.9819302205,0
10,2762.81408766534,11854.5766571716,14617.390744837,0
11,1886.94109243776,8402.81989431018,10289.7609867479,0
12,1288.87199305145,5942.15394252863,7231.02593558008,0
13,880.246774123534,4193.34982692913,5073.59660105266,0
14,601.22774489915,2953.64693741204,3554.87468231119,0
15,410.648193286592,2076.93255198296,2487.58074526955,0
16,280.504602698419,1458.13959790297,1738.64420060139,0
17,191.597999858738,1022.20974439968,1213.80774425841,0
18,130.870939361474,715.673774511242,846.544713872716,0
19,89.3989247000278,500.456712095586,589.855636795614,0
20,61.070499639525,349.570422721326,410.640922360851,0
21,41.7205161472316,243.919495588304,285.640011735535,0
22,28.5009773084203,170.029442775372,198.530420083792,0
23,19.4693969001802,118.410347180381,137.879744080561,0
24,13.2991288098994,82.3908480023393,95.6899768122387,0
25,9.0845647498814,57.2822739834814,66.3668387333628,0
26,6.20571299515205,39.7961588101106,46.0018718052627,0
27,4.2393391530986,27.6281376613092,31.8674768144078,0
28,2.89594326714823,19.1682886045794,22.0642318717277,48.8187193648436
