"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1537182.25000131,1869844.77360142,3407027.02360273,0
2,1083636.03497855,168344.706601809,1251980.74158035,0
3,734244.572237752,124843.983010527,859088.555248279,0
4,500513.629399652,95074.2462965717,595587.875696224,0
5,341643.181411732,71952.7154125653,413595.896824297,0
6,22606.4031809578,53863.3322272631,76469.7354082209,0
7,15435.182437506,39940.2255467095,55375.4079842155,0
8,10544.3183217112,29385.1541686362,39929.4724903474,0
9,7205.10113261406,21469.910825133,28675.011957747,0
10,4922.41514814576,15588.7322424519,20511.1473905977,0
11,3361.60947238605,11262.2248213354,14623.8342937215,0
12,2296.44790183245,8101.77643621292,10398.2243380454,0
13,1568.84295802064,5805.2629198736,7374.10587789424,0
14,1071.61056880645,4146.17134744144,5217.78191624788,0
15,732.182789750813,2952.34756812803,3684.53035787884,0
16,500.196435792827,2096.1274003585,2596.32383615133,0
17,341.607190145575,1484.53216947855,1826.13935962412,0
18,233.327620169972,1049.24508926946,1282.57270943944,0
19,159.415153688791,740.237772002884,899.652925691675,0
20,108.932033576598,521.252032936773,630.184066513371,0
21,74.4162884180741,366.413493206529,440.829781624603,0
22,50.8341307537074,257.122916611528,307.957047365236,0
23,34.7125184743684,180.182056711578,214.894575185947,0
24,23.7114581795912,126.122451251248,149.833909430839,0
25,16.2009294721509,88.1786284681945,104.379557940345,0
26,11.0682123780184,61.5774102312731,72.6456226092915,0
27,7.56062432114275,42.9569171155682,50.5175414367109,0
28,5.16504617592256,29.9386672397758,35.1037134156983,49.1490976623538
